180323 blackblob to Tao Leaf v02 100* 05:04:58 Parameters 0.41526,0.549124,0.914058,0.454663,0.800323,0.050678,0.655187,0.099319,0.143447,0.220388,0.849803,0.945651,0.459763,0.084623,0.890143,0.566692,0.721994,0.001956,0.497363,0.554098,0.581642,0.479103,0.452148,0.053915,0.716658,0.903673,0.687734,0.478451,0.362799,0.931853,0.16931,0.698876,0.314735,0.556442,0.656507,0.90694,0.145932,0.874586,0.80912 Objective 6.64717363929048E-15
180323 blackblob to Tao Leaf v02 100* 05:05:00 Parameters 0.632112,0.065651,0.509521,0.866304,0.092594,0.950309,0.99132,0.632544,0.530097,0.395823,0.169613,0.724321,0.48115,0.287456,0.750972,0.374492,0.090604,0.737573,0.012047,0.711134,0.378002,0.746741,0.083432,0.010189,0.577212,0.419187,0.337764,0.606022,0.804423,0.962494,0.078387,0.524066,0.879783,0.961767,0.5776,0.255292,0.033509,0.662338,0.739042 Objective 1.69823431304863E-14
180323 blackblob to Tao Leaf v02 100* 05:05:03 Parameters 0.487834,0.099488,0.472109,0.94,0.037736,0.516569,0.746354,0.676842,0.308695,0.732493,0.923831,0.616988,0.304318,0.94346,0.346104,0.443031,0.435574,0.068601,0.720132,0.972035,0.46422,0.845491,0.946585,0.508325,0.981835,0.129746,0.764495,0.790765,0.286353,0.359268,0.674532,0.119027,0.46346,0.666389,0.542169,0.721969,0.159727,0.4533,0.115895 Objective 1.01260671261883E-14
180323 blackblob to Tao Leaf v02 100* 05:05:05 Parameters 0.362686,0.48072,0.769964,0.172625,0.130843,0.282371,0.072056,0.350727,0.721923,0.671491,0.695112,0.629143,0.910553,0.301565,0.393656,0.386469,0.187676,0.541296,0.544206,0.67679,0.611462,0.024451,0.549133,0.261145,0.126608,0.720233,0.151164,0.556319,0.612688,0.099672,0.694332,0.035669,0.070784,0.850717,0.349943,0.846911,0.535151,0.686041,0.053519 Objective 8.26892332383977E-09
180323 blackblob to Tao Leaf v02 100* 05:05:08 Parameters 0.318808,0.37616,0.944114,0.950602,0.682429,0.843747,0.322127,0.297891,0.467828,0.419439,0.299041,0.577057,0.447027,0.479448,0.518056,0.792863,0.030772,0.411359,0.746908,0.489844,0.879137,0.22911,0.278332,0.91417,0.828377,0.585076,0.725269,0.687052,0.596204,0.764201,0.506606,0.970209,0.724641,0.990462,0.787888,0.688514,0.519707,0.836906,0.330805 Objective 9.181746508935E-12
180323 blackblob to Tao Leaf v02 100* 05:05:11 Parameters 0.428298,0.226204,0.787355,0.565165,0.391325,0.454138,0.644403,0.382845,0.039069,0.5521,0.098294,0.68496,0.76485,0.702499,0.252468,0.517703,0.738742,0.695376,0.393188,0.133195,0.16548,0.757065,0.413718,0.242382,0.342333,0.981851,0.316867,0.161465,0.516211,0.006181,0.706167,0.585387,0.019266,0.834865,0.313664,0.897887,0.235188,0.789756,0.607878 Objective 1.41306906700409E-15
180323 blackblob to Tao Leaf v02 100* 05:05:13 Parameters 0.652548,0.726474,0.060605,0.143904,0.757054,0.086621,0.961905,0.99133,0.175617,0.591329,0.052455,0.02897,0.980727,0.420609,0.914779,0.466054,0.966968,0.710727,0.269075,0.998855,0.184696,0.962949,0.335741,0.630509,0.810939,0.620681,0.243179,0.295683,0.330791,0.50314,0.178235,0.179901,0.377608,0.437722,0.410624,0.618798,0.599154,0.210283,0.445396 Objective 1.584822204026E-11
180323 blackblob to Tao Leaf v02 100* 05:05:16 Parameters 0.205723,0.796464,0.236132,0.906534,0.9106,0.595302,0.83478,0.670813,0.354841,0.174697,0.727628,0.447387,0.184166,0.392393,0.443307,0.215702,0.620707,0.2943,0.20526,0.326658,0.934633,0.120051,0.0094,0.120496,0.574088,0.287428,0.664258,0.201055,0.118129,0.24922,0.838245,0.996454,0.131102,0.776271,0.365955,0.553118,0.860059,0.614306,0.968896 Objective 7.24621466252783E-17
180323 blackblob to Tao Leaf v02 100* 05:05:18 Parameters 0.853147,0.444707,0.008695,0.108275,0.633921,0.136884,0.885765,0.53278,0.810538,0.866547,0.253873,0.112062,0.270148,0.623342,0.569494,0.830625,0.698929,0.901761,0.682993,0.785995,0.847543,0.315815,0.844169,0.201207,0.007487,0.503995,0.526185,0.35995,0.008346,0.493592,0.643897,0.6518,0.291427,0.60605,0.062229,0.18192,0.776093,0.152548,0.688857 Objective 3.21071809547199E-13
180323 blackblob to Tao Leaf v02 100* 05:05:58 Parameters 0.836493,0.161177,0.982272,0.773466,0.167732,0.021098,0.176059,0.194543,0.051535,0.345874,0.342853,0.20771,0.70196,0.657727,0.789178,0.52685,0.871173,0.765398,0.803989,0.152184,0.125481,0.030164,0.070066,0.818663,0.268313,0.494679,0.984636,0.141188,0.660771,0.997744,0.108002,0.000828,0.159732,0.307808,0.935322,0.238306,0.939111,0.115029,0.318799 Objective 1.45680261473893E-13
